query	volume	old_landing_url	new_landing_url	old_page_type	menu_group	category	subcategory	page_level	matched_dimensions	matched_values	reason	source_file
промт для фото с доберманом	23	/s-sobakoj/	/s-sobakoj/	programmatic_L1	Сцены и объекты	С собакой	Общие	L1	object_tag	s_sobakoy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
готовые промты для генерации фото в нейросети	23	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/gotovye/	static_hub	Сценарии	Создание фото	Готовые промты	L2	intent_action=sozdanie	intent_action=sozdanie	core semantic page + editorial modifier gotovye	wordstat_top_queries (1).csv
промт для ии сделать фото на паспорт	23	/foto-na-pasport/	/foto-na-pasport/	programmatic_L1	Задачи	На паспорт	Общие	L1	doc_task_tag	na_pasport	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для нано банано реалистичных фото	23	/stil/realistichnoe/	/stil/realistichnoe/	programmatic_L1	Стили	Реалистичное	Общие	L1	style_tag	realistichnoe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для ретро фото девушки	22	/promty-dlya-foto-devushki/retro/	/promty-dlya-foto-devushki/retro/	programmatic_L2	Люди и отношения	Девушки	Ретро	L2	audience_tag+style_tag	devushka+retro	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для детского фото на масленицу	22	/promty-dlya-detskih-foto/maslenica/	/promty-dlya-detskih-foto/maslenica/	programmatic_L2	Люди и отношения	Дети	Масленица	L2	audience_tag+occasion_tag	detskie+maslenica	mapped to canonical semantic hub	wordstat_top_queries (1).csv
примеры промтов для создания фото в нейросети	22	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/primery/	static_hub	Сценарии	Создание фото	Примеры промтов	L2	intent_action=sozdanie	intent_action=sozdanie	core semantic page + editorial modifier primery	wordstat_top_queries (1).csv
промт для генерации фото к 8 марта	22	/sobytiya/8-marta/	/sobytiya/8-marta/	programmatic_L1	События	8 марта	Общие	L1	occasion_tag	8_marta	mapped to canonical semantic hub	wordstat_top_queries (1).csv
бесплатные промты для фото на день влюбленных	22	/promty-dlya-foto-vlyublennykh/14-fevralya/	/promty-dlya-foto-vlyublennykh/14-fevralya/	programmatic_L2	Люди и отношения	Влюбленные	14 февраля	L2	audience_tag+occasion_tag	vlyublennykh+14_fevralya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для ии фото аниме	22	/stil/anime/	/stil/anime/	programmatic_L1	Стили	Аниме	Общие	L1	style_tag	anime	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для семейного фото из 4 человек	22	/promty-dlya-semejnogo-foto/	/promty-dlya-semejnogo-foto/	programmatic_L1	Люди и отношения	Семья	Общие	L1	audience_tag	semya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт на фото гта сан андреас	22	/stil/gta/	/stil/gta/	programmatic_L1	Стили	GTA	Общие	L1	style_tag	gta	mapped to canonical semantic hub	wordstat_top_queries (1).csv
редактор фото по промту бесплатно	22	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/	static_hub	Сценарии	Обработка фото	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для нано банана студийные фото	22	/stil/studiynoe/	/stil/studiynoe/	programmatic_L1	Стили	Студийное	Общие	L1	style_tag	studiynoe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для фото человека с машиной	22	/s-mashinoy/	/s-mashinoy/	programmatic_L1	Сцены и объекты	С машиной	Общие	L1	object_tag	s_mashinoy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для обработки фото в стиле гта	22	/stil/gta/	/stil/gta/	programmatic_L1	Стили	GTA	Общие	L1	style_tag	gta	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для весеннего фото с тюльпанами	21	/s-cvetami/	/s-cvetami/	programmatic_L1	Сцены и объекты	С цветами	Общие	L1	object_tag	s_cvetami	mapped to canonical semantic hub	wordstat_top_queries (1).csv
нужен промт для обработки фото	21	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/	static_hub	Сценарии	Обработка фото	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для нейросети для обработки фото детей	21	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/	static_hub	Сценарии	Обработка фото	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для chatgpt для фото девушки	21	/promty-dlya-foto-devushki/	/promty-dlya-foto-devushki/	programmatic_L1	Люди и отношения	Девушки	Общие	L1	audience_tag	devushka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
генерация фото по промту бесплатно онлайн	21	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото новорожденного ребенка	21	/promty-dlya-detskih-foto/	/promty-dlya-detskih-foto/	programmatic_L1	Люди и отношения	Дети	Общие	L1	audience_tag	detskie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
создать фото по промту в ии	21	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт чтобы сделать фото со знаменитостью	21	/so-znamenitostyu/	/so-znamenitostyu/	programmatic_L1	Сцены и объекты	Со знаменитостью	Общие	L1	object_tag	so_znamenitostyu	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для генерации идентичного фото	21	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото чат gpt фотосессия	21	/promty-dlya-fotosessii/	/instrumenty/chatgpt/	static_hub	Инструменты	ChatGPT	Общие	L1	intent_action=fotosessiya	intent_action=fotosessiya	generic tool query consolidated to single tool landing	wordstat_top_queries (1).csv
промт для фотосессии нейросети по фото	21	/promty-dlya-fotosessii/	/promty-dlya-fotosessii/	static_hub	Сценарии	Фотосессия	Общие	L1	intent_action=fotosessiya	intent_action=fotosessiya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
как сделать фото поколений промт	21	/promty-dlya-foto-pokoleniy/	/promty-dlya-foto-pokoleniy/	programmatic_L1	Люди и отношения	Поколения	Общие	L1	audience_tag	pokoleniy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для открытки love is по фото	21	/stil/love-is/	/stil/love-is/	programmatic_L1	Стили	Love Is	Общие	L1	style_tag	love_is	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для нано банана для делового фото	21	/stil/delovoe/	/stil/delovoe/	programmatic_L1	Стили	Деловое	Общие	L1	style_tag	delovoe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для gemini для фото для девушки	21	/promty-dlya-foto-devushki/	/promty-dlya-foto-devushki/	programmatic_L1	Люди и отношения	Девушки	Общие	L1	audience_tag	devushka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото в стиле мультика	21	/stil/multyashnoe/	/stil/multyashnoe/	programmatic_L1	Стили	Мультяшное	Общие	L1	style_tag	multyashnoe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото нейросети с подругой	21	/promty-dlya-foto-s-podrugoy/	/promty-dlya-foto-s-podrugoy/	programmatic_L1	Люди и отношения	С подругой	Общие	L1	audience_tag	s_podrugoy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
супер промт восстановление старого фото	21	/promty-dlya-restavracii-foto/	/promty-dlya-restavracii-foto/	static_hub	Сценарии	Реставрация фото	Общие	L1	intent_action=restavratsiya	intent_action=restavratsiya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для создания фото с короной	21	/s-koronoj/	/s-koronoj/	programmatic_L1	Сцены и объекты	С короной	Общие	L1	object_tag	s_koronoy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото в стиле заставки гта	21	/stil/gta/	/stil/gta/	programmatic_L1	Стили	GTA	Общие	L1	style_tag	gta	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт фото девушки с кошкой	21	/promty-dlya-foto-devushki/s-kotom/	/promty-dlya-foto-devushki/s-kotom/	programmatic_L2	Люди и отношения	Девушки	С котом	L2	audience_tag+object_tag	devushka+s_kotom	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для нейросети фото со знаменитостью	20	/so-znamenitostyu/	/so-znamenitostyu/	programmatic_L1	Сцены и объекты	Со знаменитостью	Общие	L1	object_tag	so_znamenitostyu	mapped to canonical semantic hub	wordstat_top_queries (1).csv
интересные промты для фото девушки	20	/promty-dlya-foto-devushki/	/promty-dlya-foto-devushki/krasivye/	programmatic_L1	Люди и отношения	Девушки	Красивые промты	L2	audience_tag	devushka	core semantic page + editorial modifier krasivye	wordstat_top_queries (1).csv
промт для фото сына и матери	20	/promty-dlya-foto-s-mamoy/	/promty-dlya-foto-s-mamoy/	programmatic_L1	Люди и отношения	С мамой	Общие	L1	audience_tag	s_mamoy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты бесплатно фото девушки	20	/promty-dlya-foto-devushki/	/promty-dlya-foto-devushki/	programmatic_L1	Люди и отношения	Девушки	Общие	L1	audience_tag	devushka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт фото мужчины с бородой	20	/promty-dlya-foto-muzhchiny/	/promty-dlya-foto-muzhchiny/	programmatic_L1	Люди и отношения	Мужчины	Общие	L1	audience_tag	muzhchina	mapped to canonical semantic hub	wordstat_top_queries (1).csv
